1	0	100764	1
1	0	102227	1
1	0	102311	0
1	0	102895	2
1	0	105298	1
1	0	105368	2
1	0	105795	1
1	0	106351	1
1	0	106355	1
1	0	106357	1
1	0	106361	1
1	0	106373	1
1	0	106376	1
1	0	106380	1
1	0	106381	0
1	0	106671	1
1	0	106677	1
1	0	107751	0
1	0	107755	2
1	0	108587	1
1	0	110116	1
1	0	111397	1
1	0	111404	1
1	0	111921	1
1	0	114612	1
1	0	114948	1
1	0	115125	1
1	0	115133	1
1	0	116771	0
1	0	118158	2
1	0	118174	0
1	0	118946	2
1	0	11946	0
1	0	120235	0
1	0	123095	0
1	0	123494	1
1	0	123740	0
1	0	124602	1
1	0	12499	0
1	0	12523	0
1	0	125473	0
1	0	126294	0
1	0	127172	0
1	0	127748	1
1	0	127757	2
1	0	127837	0
1	0	128691	0
1	0	128771	1
1	0	130370	0
1	0	131711	2
1	0	131737	2
1	0	13394	1
1	0	137873	0
1	0	139028	1
1	0	139973	0
1	0	139986	1
1	0	140636	0
1	0	141053	1
1	0	141079	1
1	0	141328	1
1	0	143121	1
1	0	143798	1
1	0	144510	1
1	0	144515	2
1	0	145174	1
1	0	145294	2
1	0	145532	0
1	0	146275	0
1	0	147736	0
1	0	149390	0
1	0	150140	2
1	0	150946	2
1	0	151109	1
1	0	151708	2
1	0	151717	2
1	0	151807	1
1	0	151922	0
1	0	152586	1
1	0	152627	0
1	0	153022	1
1	0	153500	1
1	0	154143	0
1	0	155151	1
1	0	155158	0
1	0	155160	1
1	0	155163	1
1	0	155164	0
1	0	155168	0
1	0	155174	1
1	0	155176	1
1	0	156	1
1	0	156593	0
1	0	157509	0
1	0	158221	0
1	0	158308	0
1	0	158346	0
1	0	158932	1
1	0	159180	2
1	0	15960	1
1	0	160667	0
1	0	16201	1
1	0	162223	1
1	0	163164	0
1	0	163167	0
1	0	163904	0
1	0	164711	0
1	0	165303	0
1	0	166222	1
1	0	166324	1
1	0	167152	1
1	0	167744	1
1	0	167893	1
1	0	168696	0
1	0	169579	0
1	0	170355	0
1	0	171126	1
1	0	172656	0
1	0	172726	2
1	0	172752	0
1	0	172760	0
1	0	172774	0
1	0	17279	1
1	0	173331	1
1	0	173469	1
1	0	174298	0
1	0	174300	1
1	0	175789	0
1	0	175828	1
1	0	175915	1
1	0	175978	0
1	0	176742	1
1	0	176754	1
1	0	176760	1
1	0	176769	1
1	0	177447	0
1	0	177503	2
1	0	177517	1
1	0	179170	1
1	0	179967	1
1	0	179982	0
1	0	180624	0
1	0	180689	0
1	0	180693	0
1	0	180784	0
1	0	183057	0
1	0	183091	0
1	0	183130	0
1	0	18337	0
1	0	183889	0
1	0	185535	0
1	0	185539	0
1	0	185575	0
1	0	186237	1
1	0	186996	1
1	0	187006	0
1	0	187147	0
1	0	187171	0
1	0	187694	0
1	0	187700	1
1	0	187756	1
1	0	187870	0
1	0	187872	1
1	0	187922	0
1	0	188583	2
1	0	188784	1
1	0	190166	1
1	0	190937	1
1	0	190940	1
1	0	192	1
1	0	192693	0
1	0	192718	0
1	0	193429	0
1	0	193456	0
1	0	194611	0
1	0	196195	0
1	0	197499	0
1	0	19791	0
1	0	198139	1
1	0	199852	1
1	0	201432	1
1	0	202192	1
1	0	203100	0
1	0	203161	0
1	0	203832	0
